1,3,0.002744400000665337
1,3,0.005529300000489457
1,3,0.005434600001535728
1,3,0.0031180000005406328
1,3,0.0044785999998566695
1,3,0.005615199999738252
1,3,0.004199900000458001
1,3,0.005632600001263199
1,3,0.005728600001020823
1,3,0.004287100000510691
1,3,0.005605599999398692
1,3,0.0060027000017726095
1,1,0.0006120000034570694
1,13,0.06434070000250358
1,3,0.0071010999963618815
1,5,0.21479030000045896
2,5,0.19551179998961743
1,1,0.016176299992366694
2,18,2.523749799991492
1,9,0.0227998999907868
1,9,0.0226775000046473
1,9,0.02495449999696575
1,13,0.05186659999890253
1,1,0.0005381000082707033
1,4,0.0103646000061417
1,4,0.01050519999989774
2,4,0.008920899999793619
1,13,0.06738389999372885
2,13,0.08175500000652391
1,2,0.003366799996001646
2,2,0.0027057999977841973
1,0,0.00019239999528508633
2,0,1.8399994587525725e-05
1,0,0.00015549999079667032
1,3,2.242528200004017
1,3,0.0038407999963965267
2,3,0.004796100009116344
1,3,0.003681899994262494
1,5,0.009192700003040954
1,5,0.010702100000344217
1,5,0.007469200005289167
1,5,0.00980149999668356
1,1,0.0011145000025862828
1,1,0.0022664999996777624
1,1,0.001247499996679835
1,1,0.0017462999967392534
2,1,0.0010660999978426844
1,4,0.011532700009411201
1,5,0.024164200003724545
2,5,0.012589500009198673
2,5,0.031819600000744686
1,5,0.02118480000353884
1,5,0.019187099998816848
2,5,0.023058999999193475
1,5,0.016573700006119907
2,5,0.018462600011844188
1,4,0.013591399998404086
2,4,0.0149332000000868
1,6,0.024755799997365102
2,6,0.03669130000344012
1,6,0.037912200001301244
2,6,0.024595399998361245
1,7,0.05071049999969546
2,7,0.037218099998426624
1,13,0.1575040000025183
2,13,0.17942349999793805
1,2,0.006085700006224215
1,1,0.001987048000000158
1,1,0.002568737999999904
2,1,0.0003532199999938257
1,1,0.0034428540000002172
1,1,0.0031750370000001027
1,1,0.0034126629999997604
1,1,0.0035700600000012628
1,3,0.016840389999998706
1,2,0.030169100000421167
1,5,0.0970450709999966
1,5,0.09360234100000042
1,5,0.0972101649999999
1,5,0.1098574870000002
1,5,0.10608473799999985
1,6,0.3574957999990147
2,5,0.08823711800000034
1,3,0.0762347000054433
2,6,0.18825579999975162
1,5,0.23723229999450268
1,10,1.0513455999971484
1,5,0.2987024000030942
1,3,0.08236329999635927
1,1,0.008393999996769708
1,1,0.008796400004939642
1,1,0.021787099998618942
1,2,0.034403200006636325
1,1,0.07344970000121975
1,1,0.008436900003289338
1,2,0.0842768000002252
1,1,0.009001300000818446
1,1,0.013876299999537878
1,1,0.027087099995696917
1,1,0.07708370000182185
1,1,0.010646700000506826
1,1,0.03405840000050375
1,1,0.0769670000008773
1,5,0.7524852999995346
1,1,0.9848531000025105
1,1,0.9531601999988197
1,2,1.4064571999988402
1,5,0.46929844200000037
